[2025-07-31 17:31:21] [INFO] Daily bias for EURUSD: Neutral
[2025-07-31 17:31:21] [INFO] Daily bias for GBPUSD: Bearish
[2025-07-31 17:31:21] [INFO] Daily bias for XAUUSD: Bearish
[2025-07-31 17:31:21] [INFO] Daily bias for EURGBP: Neutral
[2025-07-31 17:31:21] [INFO] Daily bias for EURNZD: Neutral
[2025-07-31 17:34:32] [SUCCESS] Sweep confirmed on HTF for XAUUSD | Type: Bullish | Score: 1.0
[2025-07-31 23:18:51] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:19:22] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:19:53] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:20:25] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:20:56] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:21:27] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:21:59] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:22:30] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:23:01] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:23:32] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:24:04] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:24:35] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:25:06] [SUCCESS] Sweep confirmed on HTF for EURNZD | Type: Bullish | Score: 1.0
[2025-07-31 23:25:37] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:26:08] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:26:39] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:27:12] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:27:43] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:28:14] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:28:45] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:29:16] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:29:47] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:30:18] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:30:50] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:31:21] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:31:52] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:32:24] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:32:55] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:33:26] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:33:57] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:34:29] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:35:00] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:35:31] [SUCCESS] Sweep confirmed on HTF for EURNZD | Type: Bullish | Score: 1.0
[2025-07-31 23:36:02] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:36:33] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:37:04] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:37:36] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:38:08] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:38:39] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:39:10] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:39:41] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:40:12] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:40:43] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:41:14] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:41:46] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:42:17] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:42:49] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:43:20] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:43:51] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:44:22] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:44:53] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:45:25] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:45:56] [SUCCESS] Sweep confirmed on HTF for EURNZD | Type: Bullish | Score: 1.0
[2025-07-31 23:46:27] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:46:58] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:47:29] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:48:02] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:48:33] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:49:04] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:49:35] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:50:06] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:50:37] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:51:08] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:51:39] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:52:11] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:52:42] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:53:14] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:53:45] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:54:16] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:54:47] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:55:19] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:55:50] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:56:21] [SUCCESS] Sweep confirmed on HTF for EURNZD | Type: Bullish | Score: 1.0
[2025-07-31 23:56:52] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:57:23] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:57:54] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:58:27] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:58:58] [SUCCESS] FVG found for EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-07-31 23:58:58] [SUCCESS] FVG SL set for EURNZD: SL=1.93657
[2025-07-31 23:58:58] [SUCCESS] FVG tapped on EURNZD: 1.93697 - 1.93787 | Type: Bullish | Timeframe: H1
[2025-08-01 00:00:28] [INFO] Daily bias for EURUSD: Neutral
[2025-08-01 00:00:28] [INFO] Daily bias for GBPUSD: Neutral
[2025-08-01 00:00:28] [INFO] Daily bias for XAUUSD: Bearish
[2025-08-01 00:00:28] [INFO] Daily bias for EURGBP: Bearish
[2025-08-01 00:00:28] [INFO] Daily bias for EURNZD: Neutral
[2025-08-01 00:01:33] [SUCCESS] Sweep confirmed on HTF for EURGBP | Type: Bullish | Score: 1.0
[2025-08-01 00:02:04] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:02:35] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:03:07] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:03:38] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:04:09] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:04:40] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:04:40] [SUCCESS] Sweep confirmed on HTF for GBPUSD | Type: Bullish | Score: 1.0
[2025-08-01 00:05:11] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:05:43] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:06:14] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:06:45] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:07:15] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:07:46] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:08:17] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:08:48] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:09:19] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:09:50] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:10:21] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:10:52] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:11:23] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:11:55] [SUCCESS] Sweep confirmed on HTF for EURGBP | Type: Bullish | Score: 1.0
[2025-08-01 00:12:25] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:12:56] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:13:27] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:13:58] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:14:29] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:15:00] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:15:00] [SUCCESS] Sweep confirmed on HTF for GBPUSD | Type: Bullish | Score: 1.0
[2025-08-01 00:15:31] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:16:03] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:16:34] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:17:05] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:17:35] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:18:06] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:18:37] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:19:08] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:19:39] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:20:10] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:20:41] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:21:12] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:21:44] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:22:15] [SUCCESS] Sweep confirmed on HTF for EURGBP | Type: Bullish | Score: 1.0
[2025-08-01 00:22:45] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:23:16] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:23:47] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:23:47] [SUCCESS] FVG SL set for EURGBP: SL=0.86379
[2025-08-01 00:23:47] [SUCCESS] FVG tapped on EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:24:18] [SUCCESS] Sweep confirmed on HTF for EURGBP | Type: Bullish | Score: 1.0
[2025-08-01 00:24:49] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:24:49] [SUCCESS] FVG SL set for EURGBP: SL=0.86379
[2025-08-01 00:24:49] [SUCCESS] FVG tapped on EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:25:21] [SUCCESS] Sweep confirmed on HTF for GBPUSD | Type: Bullish | Score: 1.0
[2025-08-01 00:25:21] [SUCCESS] Sweep confirmed on HTF for EURGBP | Type: Bullish | Score: 1.0
[2025-08-01 00:25:51] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:26:23] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:26:54] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:27:25] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:27:56] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:27:56] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:28:27] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:28:27] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:28:58] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:28:58] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:29:29] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:29:29] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:30:00] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:30:00] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:30:30] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:30:31] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:31:01] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:31:33] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:32:04] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:32:35] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:33:06] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:33:37] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:34:08] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:34:39] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:35:09] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:35:09] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:35:41] [SUCCESS] Sweep confirmed on HTF for EURGBP | Type: Bullish | Score: 1.0
[2025-08-01 00:35:41] [SUCCESS] Sweep confirmed on HTF for GBPUSD | Type: Bullish | Score: 1.0
[2025-08-01 00:36:12] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:36:44] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:37:15] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:37:45] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:38:16] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:38:47] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:39:18] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:39:49] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:40:19] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:40:51] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:41:21] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:41:54] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:42:24] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:42:55] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:43:26] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:43:57] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:44:28] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:44:28] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:44:59] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:44:59] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:45:29] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:46:01] [SUCCESS] Sweep confirmed on HTF for GBPUSD | Type: Bullish | Score: 1.0
[2025-08-01 00:46:01] [SUCCESS] Sweep confirmed on HTF for EURGBP | Type: Bullish | Score: 1.0
[2025-08-01 00:46:32] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:47:04] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:47:35] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:48:06] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:48:36] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:48:36] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:49:07] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:49:07] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:49:38] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:49:38] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:50:09] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:50:09] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:50:40] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:51:11] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:51:42] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:52:13] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:52:45] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:52:45] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:53:15] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:53:15] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:53:46] [SUCCESS] FVG found for EURGBP: 0.86379 - 0.86398 | Type: Bullish | Timeframe: M3
[2025-08-01 00:53:46] [SUCCESS] FVG SL set for EURGBP: SL=0.86339
[2025-08-01 00:54:17] [SUCCESS] FVG found for EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:54:17] [SUCCESS] FVG SL set for EURGBP: SL=0.86379
[2025-08-01 00:54:17] [SUCCESS] FVG tapped on EURGBP: 0.86419 - 0.86446 | Type: Bullish | Timeframe: H1
[2025-08-01 00:56:21] [SUCCESS] Sweep confirmed on HTF for GBPUSD | Type: Bullish | Score: 1.0
[2025-08-01 01:01:00] [SUCCESS] BoS confirmed for EURGBP: Risk=1.39%
[2025-08-01 01:01:00] [TRADE] EURGBP | Bullish @ 0.86460 | SL: 0.86379 | TP: 0.86662 | Lot: 0.74
[2025-08-01 01:01:00] [ERROR] Order failed: Unsupported filling mode
[2025-08-01 01:01:31] [TRADE] EURGBP | Bullish @ 0.86460 | SL: 0.86379 | TP: 0.86662 | Lot: 0.74
[2025-08-01 01:01:31] [ERROR] Order failed: Unsupported filling mode
[2025-08-01 01:02:01] [TRADE] EURGBP | Bullish @ 0.86460 | SL: 0.86379 | TP: 0.86662 | Lot: 0.74
[2025-08-01 01:02:01] [ERROR] Order failed: Unsupported filling mode
[2025-08-01 01:02:33] [TRADE] EURGBP | Bullish @ 0.86460 | SL: 0.86379 | TP: 0.86662 | Lot: 0.74
[2025-08-01 01:02:33] [ERROR] Order failed: Unsupported filling mode
[2025-08-01 01:03:04] [TRADE] EURGBP | Bullish @ 0.86460 | SL: 0.86379 | TP: 0.86662 | Lot: 0.74
[2025-08-01 01:03:04] [ERROR] Order failed: Unsupported filling mode
